element,GW,expected_goals
211,2,0.268513
211,3,1.099320
211,4,1.264530
211,5,0.128138
211,6,0.306062
211,8,0.531896
211,9,0.048732
211,10,0.092190
211,11,2.427464
211,12,0.540964
211,14,0.135608
211,15,0.777099
211,16,0.164860
211,17,1.182574
211,18,0.027660
211,19,0.377630
211,20,0.129853
211,23,0.502590
211,24,0.044854
211,25,0.449804
211,27,0.999227
211,28,0.169708
211,30,0.879824
211,31,0.034640
211,33,0.634396
211,34,0.425386
211,35,1.019468
211,36,1.260211
211,37,1.235594
211,38,0.324101
212,18,0.706481
212,19,0.044638
212,22,0.094850
212,23,0.447733
212,24,0.074072
212,25,0.189272
212,37,0.541703
212,38,0.118875
216,2,0.043055
216,3,1.153556
216,4,0.226147
216,5,0.489017
216,6,0.280941
216,8,0.379185
216,10,0.382815
216,11,0.096001
216,12,0.886561
216,13,0.109874
216,16,0.064513
216,17,0.285264
216,18,0.502298
216,21,0.492945
216,23,0.383264
216,24,0.110376
216,25,0.773973
216,28,0.410889
216,30,0.351374
216,34,0.048797
216,37,0.108516
216,38,0.302927
217,2,0.020148
217,4,0.021787
217,10,0.087042
217,11,0.027902
217,12,0.035825
217,23,0.055425
217,24,0.043106
217,32,0.236287
217,35,0.030896
217,36,0.070580
217,37,0.098685
219,13,0.023958
219,15,0.072107
219,17,0.049181
219,24,0.019953
219,26,0.029852
219,28,0.159720
219,32,0.041328
219,37,0.091011
220,1,0.073016
220,3,0.063707
220,6,0.028773
220,7,0.693736
220,10,0.053535
220,11,0.205821
220,13,0.040927
220,14,0.038173
220,16,0.330354
220,19,0.009503
220,20,0.061007
220,21,0.006646
220,22,0.041901
220,28,0.069756
220,31,0.032091
220,34,0.498067
221,1,0.109534
221,2,0.179410
221,3,0.474386
221,4,0.464271
221,8,0.387977
221,9,0.100930
221,10,0.080809
221,11,0.036214
221,14,0.010930
221,15,0.329124
221,18,0.616555
221,20,0.072963
221,22,0.046293
221,23,0.022076
221,24,0.074157
221,25,0.026137
221,26,0.472762
221,27,0.062992
221,28,0.141404
221,30,0.016669
221,31,0.039231
221,32,0.088522
221,34,0.028908
221,36,0.036461
222,8,0.038468
222,21,0.010684
222,35,0.013646
222,37,0.105226
223,1,0.011375
223,2,0.054944
223,9,0.072279
223,10,0.044245
225,1,1.252939
225,2,0.454308
225,3,0.136338
225,4,0.944290
225,5,0.280399
225,9,0.256871
225,10,0.099666
225,12,0.797459
225,13,0.231895
225,14,0.710195
225,15,0.472862
225,24,0.065954
225,25,0.178215
225,26,0.435390
225,28,0.036861
225,32,0.774522
225,35,0.059394
225,36,0.047253
226,1,0.485074
226,2,0.211454
226,3,0.196382
226,4,0.599227
226,5,0.388665
226,6,0.113575
226,7,0.076745
226,12,0.754886
226,13,0.081866
226,18,0.449092
226,19,0.221287
226,20,0.495805
226,21,0.154061
226,22,0.735843
226,27,0.083771
226,28,0.379540
226,30,0.463681
226,33,0.420088
226,34,1.524096
226,36,0.214104
226,37,0.318944
226,38,0.248955
228,1,0.043463
228,7,0.077688
228,9,0.217116
228,10,0.111196
229,6,0.041604
229,7,0.056598
229,10,0.010887
229,21,0.009823
229,34,0.044804
229,35,0.075345
229,36,0.037683
231,1,0.011818
231,3,0.070791
231,4,0.037427
231,9,0.006262
231,12,0.104154
231,13,0.707584
231,14,0.066065
231,15,0.174607
231,16,0.492382
231,18,0.022297
231,20,0.077787
231,21,0.020933
231,23,0.030602
231,24,0.138246
231,25,0.088364
231,26,0.086204
231,28,0.027878
231,30,0.029219
232,6,0.111690
232,8,0.317076
232,9,0.100716
232,13,0.067443
232,16,0.758146
232,17,0.682270
232,18,0.260382
232,19,0.064860
232,22,0.113002
232,23,0.058232
232,24,0.164514
232,25,0.075172
232,26,0.773296
232,27,0.073412
232,28,1.371507
232,30,0.199775
232,31,0.089001
232,32,0.443166
232,33,1.327002
232,34,1.821289
232,35,0.301924
232,36,0.315813
232,37,0.589057
232,38,1.220511
234,2,0.047370
234,9,0.033440
234,11,0.343051
234,25,0.239043
234,28,0.338318
234,34,0.203005
234,36,0.627432
234,37,0.127062
234,38,0.074521
236,12,0.027307
236,13,0.246111
236,14,0.067852
236,15,0.125393
236,17,0.750520
236,18,0.174135
236,19,0.570840
236,20,0.773108
236,22,0.129492
236,33,0.125381
236,34,0.590568
236,35,0.395274
236,36,0.446944
236,37,0.297889
236,38,0.507892
238,21,0.030252
238,24,0.080878
238,25,0.072134
238,26,0.197159
238,34,0.033569
238,35,0.049699
238,36,0.083447
238,37,0.040880
239,34,0.054576
240,1,0.107897
240,3,0.053185
240,4,0.106044
240,7,0.189390
240,11,0.735580
240,13,0.294569
240,16,0.066151
240,17,0.034742
240,21,0.033032
240,23,0.051856
240,32,0.026629
240,35,0.031503
242,4,0.017020
242,5,0.357808
242,6,0.046686
242,9,0.103423
242,10,0.034914
242,12,0.055543
242,14,0.015446
242,28,0.090954
244,18,0.099997
244,27,0.050478
244,28,0.087163
244,32,0.027704
244,33,0.024573
245,3,0.155131
245,15,0.082047
245,18,0.023907
245,20,0.072905
245,23,0.819100
245,26,0.056101
245,32,0.010541
245,33,0.041134
245,34,0.495906
246,5,0.060322
246,6,0.352757
246,7,1.442748
246,8,0.540463
246,9,0.042920
246,10,0.104939
246,11,0.098378
246,13,0.601787
246,15,1.230748
246,16,0.535567
246,17,0.360677
246,18,0.709236
246,19,0.341054
246,20,0.075720
246,21,0.485728
246,22,0.210365
246,23,0.804805
246,24,0.040899
246,25,0.441459
246,27,0.147118
246,28,0.077131
246,30,0.223467
246,31,0.746799
246,32,0.409584
246,34,0.957007
246,36,0.825086
246,37,0.063849
246,38,0.597598
249,1,0.443666
249,2,0.095832
249,3,0.349617
249,4,1.439488
249,6,0.436007
249,7,0.506601
249,8,1.207583
249,10,0.309397
249,11,0.085616
249,12,0.472797
249,13,0.125448
249,15,0.562070
249,16,0.444704
249,21,0.055193
249,25,0.491490
249,26,0.035578
249,27,0.465555
249,28,0.113566
249,31,0.120256
249,32,0.033039
249,34,0.105161
249,35,0.277974
249,36,0.024906
249,37,1.179884
250,2,0.025476
250,3,0.053255
250,6,0.040964
250,7,0.639336
250,8,0.140769
250,9,0.008737
250,11,0.105776
250,12,0.025258
250,13,0.032188
250,14,0.011708
250,17,0.043242
250,18,0.159797
250,21,0.127217
250,22,0.056477
250,25,0.161281
250,27,0.049100
250,28,0.018083
250,31,0.035926
250,35,0.057390
250,36,0.068358
250,37,0.185044
252,22,0.851549
252,23,0.074398
252,24,0.084167
252,27,0.041922
252,28,0.673306
252,34,0.197325
252,35,0.069908
254,1,0.065938
254,5,0.052877
254,6,0.020868
254,7,0.050207
254,12,0.416534
254,13,0.186632
254,14,0.031146
254,15,0.138631
254,23,0.066187
254,25,0.076332
254,34,0.080482
254,35,0.265959
254,37,0.022513
254,38,0.053237
255,23,0.499729
255,35,0.351670
256,1,0.305199
256,5,0.108502
256,7,0.084167
256,8,0.104836
256,9,0.049178
256,10,0.017588
256,11,0.146510
256,12,0.029202
256,13,0.627161
256,15,0.845359
256,16,0.387170
256,17,0.313506
256,18,0.313222
256,20,0.090826
256,25,0.111526
256,26,0.238741
256,28,0.707513
256,30,0.206484
256,33,0.363836
256,36,0.127272
256,38,0.027788
257,1,0.049955
257,17,0.754291
257,20,0.047218
258,1,1.045584
258,2,0.218888
258,5,0.010881
258,7,0.228323
258,8,0.030458
258,9,0.560641
258,11,0.840286
258,12,0.039235
258,13,0.537414
258,14,0.829139
258,15,0.129089
258,16,0.093616
258,19,0.108399
258,20,0.076596
258,21,0.227801
258,22,0.147667
258,23,0.240299
258,24,0.649944
258,25,0.014288
258,26,0.281614
258,33,0.310514
258,34,0.026370
259,4,0.018589
259,5,0.056822
259,6,0.147518
259,7,0.101266
259,8,0.200747
259,9,0.009736
259,10,0.067518
259,11,0.054983
259,12,0.024777
259,13,0.459030
259,14,0.294527
259,15,0.159230
259,16,0.066799
259,17,0.066741
259,18,0.061257
259,20,0.084238
259,23,0.009982
259,24,0.019928
259,27,0.632126
259,28,0.241331
259,30,0.033985
259,31,0.058156
259,32,0.037789
259,34,0.244963
259,35,0.195031
260,5,0.032212
260,6,0.340086
260,8,0.059710
260,11,0.145843
260,12,0.624423
260,13,0.128669
260,16,0.036083
260,18,0.119687
260,19,0.023866
260,21,0.025894
260,25,0.040388
260,26,0.014644
260,27,0.053468
260,28,0.071116
260,33,0.011826
260,34,0.026717
261,1,0.024040
261,3,0.046988
261,4,0.024459
261,6,0.061328
261,7,0.582212
261,8,0.192721
261,9,0.019145
261,10,0.047085
261,17,0.482719
261,18,0.071772
261,20,0.010172
261,21,0.019643
261,25,0.434866
261,27,0.022430
261,28,0.091720
261,30,0.014565
261,33,0.034253
261,36,0.069503
261,37,0.097874
262,1,0.400679
262,2,0.014937
265,1,0.046059
265,2,0.129756
265,3,0.094713
265,6,0.480398
265,10,0.030899
265,11,0.081990
265,13,0.049853
265,14,0.037660
265,15,0.015167
265,19,0.055978
265,20,0.114957
265,21,0.071778
265,22,0.345166
265,25,0.713485
265,28,0.144634
265,31,0.512105
265,34,0.028592
265,35,0.035202
265,36,0.085781
267,2,0.009555
267,3,0.012278
267,6,0.149764
267,8,0.537937
267,10,0.220440
267,11,0.038322
267,14,0.039541
267,15,0.068267
267,16,0.009432
267,17,0.010642
267,18,0.038496
267,19,0.029854
267,20,0.073067
267,21,0.075705
267,22,0.428317
267,23,0.090728
267,25,0.015661
267,26,0.062788
267,27,0.153780
267,28,0.064177
267,29,0.231649
267,31,0.035115
267,32,0.227901
267,33,1.934414
267,34,0.036280
267,36,0.145944
268,1,0.014898
268,8,0.023856
268,9,0.059647
268,13,0.115253
268,15,0.369144
268,17,0.014330
268,20,0.024960
268,21,0.058291
268,22,0.021848
268,30,0.082375
268,31,0.056347
268,32,0.029304
268,34,0.025509
268,38,0.032692
270,1,1.106852
270,2,0.083606
270,4,0.417709
270,8,0.643377
270,9,0.008300
270,10,0.055195
270,14,0.509564
270,18,0.020211
270,19,0.015415
270,20,0.550998
270,21,0.085091
270,22,0.137788
270,24,0.360150
270,25,0.092036
270,29,0.235728
270,30,0.024821
270,31,0.094026
270,35,0.318220
270,38,0.269034
271,2,0.117529
271,8,0.025979
271,25,0.037798
271,35,0.065753
276,1,0.027329
276,3,0.024929
276,7,0.507634
276,9,0.010313
276,15,0.014042
276,26,0.079488
276,28,0.068930
276,29,0.183996
276,30,0.066117
276,33,0.068736
276,34,0.059254
276,36,0.067542
278,1,0.175584
279,8,0.123660
279,10,0.107183
279,11,0.040339
279,17,0.054631
279,18,0.101570
279,19,0.187114
279,22,0.136346
279,23,0.306238
279,24,0.707384
279,25,0.680806
279,26,0.297347
279,27,0.384923
279,28,0.410340
279,29,1.195715
279,30,0.414841
279,31,0.245810
279,32,0.199527
279,33,0.489201
279,34,0.549762
279,35,0.818952
279,36,0.264658
279,37,0.081477
280,3,0.122038
280,5,0.076186
280,6,0.039134
280,8,0.016588
280,9,0.057123
280,10,0.054558
280,11,0.299449
280,14,0.085173
280,16,0.017234
280,17,0.006225
280,18,0.056345
280,20,0.015045
280,22,0.473881
280,23,0.125104
280,25,0.037977
280,28,0.574461
280,29,0.095722
280,30,0.086709
280,31,0.194742
280,32,0.111270
280,33,0.338817
280,34,0.017830
280,36,0.055373
280,38,0.026768
281,4,0.883355
282,6,0.013950
282,10,0.024835
282,13,0.027399
282,23,0.019379
282,26,0.081408
282,27,0.025160
282,35,0.046932
282,38,0.023801
283,8,0.031395
283,10,0.010877
283,13,0.016052
283,14,0.069930
283,18,0.352101
283,19,0.014671
283,22,0.013726
283,24,0.108564
283,30,0.021809
283,32,0.073364
283,34,0.012290
283,36,0.059722
285,5,0.445357
285,14,0.538177
285,19,0.051395
285,31,0.048227
286,16,0.016485
286,18,0.011391
286,20,0.008620
286,21,0.012021
286,22,0.037108
286,23,0.094089
286,26,0.069530
286,27,0.033863
286,28,0.445286
286,30,0.069263
286,31,0.073653
287,5,0.679493
287,7,0.128697
287,8,0.047556
287,9,0.081750
287,16,0.437275
287,18,0.118604
288,1,0.046530
288,2,0.015654
288,3,0.021098
288,5,0.095588
288,6,0.032160
288,8,0.026838
288,9,0.132062
288,11,0.138462
288,12,0.019188
288,14,0.106912
288,15,0.041941
288,16,0.455914
288,18,0.126374
288,20,0.017428
288,21,0.071524
288,25,0.019057
288,26,0.080906
288,27,0.384038
288,28,0.358445
288,29,0.135238
288,31,0.090083
288,34,0.017459
288,35,0.031882
288,38,0.127354
290,2,0.103914
290,4,0.048717
290,9,0.182482
290,10,0.061529
290,11,0.020901
290,13,0.058506
290,14,0.135865
290,15,0.020342
290,17,0.135254
290,18,0.407785
290,19,0.020464
290,20,0.550359
290,24,0.017948
290,33,0.019473
290,34,0.080797
290,35,0.180148
290,36,0.179769
290,37,0.041378
290,38,0.258214
293,1,0.035679
293,3,0.323128
293,4,1.285759
293,5,0.505128
293,6,1.165014
293,8,0.115174
293,9,0.013626
293,10,1.329077
293,11,1.323440
293,12,0.126229
293,13,0.543658
293,14,0.752785
293,15,0.306724
293,16,0.400772
293,17,0.139212
293,18,0.048111
293,19,0.100452
293,20,1.720350
293,21,0.820311
293,22,1.480532
293,23,0.034454
293,24,0.582714
293,25,0.444673
293,27,0.288617
293,28,0.511700
293,30,0.138759
293,31,1.015987
293,32,0.732339
293,33,0.526023
293,34,0.474053
293,36,0.226187
293,37,0.042161
293,38,0.087467
294,1,0.086976
294,2,1.001468
294,5,0.066962
294,6,0.745912
294,9,0.208997
294,10,0.681350
294,11,0.335456
294,12,0.154106
294,19,0.206412
294,20,0.121078
294,21,0.220848
294,22,0.682249
294,24,0.631541
294,25,0.306044
294,33,0.453543
294,34,0.279375
295,4,0.030835
295,5,0.083846
295,9,0.015870
295,10,0.132736
295,11,0.017351
295,12,0.025889
295,15,0.017985
295,16,0.082768
295,17,0.015698
295,18,0.021964
295,19,0.063301
295,21,0.098493
295,22,0.027681
295,24,0.036956
295,25,0.305139
295,27,0.075968
295,28,0.067138
295,30,0.035186
295,32,0.039709
295,33,0.044380
295,34,0.211242
295,35,0.490054
295,36,0.247880
295,38,0.180632
297,2,0.209287
297,5,0.930864
297,6,0.418764
297,7,0.231918
297,10,0.037901
297,11,0.545098
297,12,0.045967
297,14,0.015647
297,17,0.463245
297,19,0.293123
297,20,0.469647
297,22,0.080103
297,23,0.107517
297,25,1.565483
297,27,0.152182
297,31,0.395845
297,34,0.143036
297,35,0.519945
297,36,0.068009
297,37,0.737466
297,38,0.630908
298,3,0.009455
298,4,0.027293
298,9,0.057278
298,11,0.133688
298,15,0.068578
298,17,0.077867
298,18,0.089352
298,19,0.016301
298,21,0.020777
298,25,0.028311
298,28,0.026332
298,31,0.091133
298,32,0.022794
298,37,0.081486
300,6,0.048883
300,7,0.025533
300,15,0.120551
300,17,0.072646
300,18,0.017575
300,20,1.135517
300,21,0.042858
300,22,0.057800
300,23,0.040021
300,24,0.023806
300,33,0.580592
300,34,0.065594
300,37,0.051792
302,2,0.024380
302,11,0.013409
302,15,0.041346
302,17,0.210619
302,20,0.048995
302,31,0.031634
302,33,0.133497
303,1,0.844967
303,2,0.174364
303,3,0.126195
303,4,0.061373
303,5,0.388826
303,6,0.014669
303,7,0.576392
303,8,0.090736
303,9,0.236414
303,11,0.072373
303,14,0.286626
303,16,0.047558
303,17,0.143603
303,18,0.096457
303,19,0.276186
303,20,0.090972
303,21,0.017035
303,22,0.655563
303,23,0.194117
303,24,0.832447
303,25,1.926544
303,27,0.328307
303,28,0.315427
303,30,0.667566
303,31,0.156000
303,32,1.181329
303,33,0.093350
303,34,0.711393
303,35,0.242187
303,36,0.225858
303,38,0.752194
304,6,0.034428
304,7,0.028316
304,8,0.015353
304,9,0.011662
304,10,0.018703
304,13,0.013380
304,14,0.029096
304,15,0.018537
304,21,0.017818
304,22,0.106611
304,23,0.057796
304,24,0.037895
304,25,0.422822
304,27,0.140511
304,28,0.811365
304,30,0.190072
304,31,0.126382
304,32,0.058219
304,33,0.146561
304,34,0.107893
304,35,0.272558
304,37,0.090290
304,38,0.920184
305,3,0.099606
305,4,0.296808
305,7,0.038258
305,12,0.023693
305,14,0.051643
307,5,0.454225
307,7,0.052821
307,24,0.317654
307,27,0.075598
307,31,0.196266
307,32,0.062083
307,34,0.060731
307,35,0.144658
307,36,0.872355
308,1,0.191111
308,2,1.745854
308,3,0.145102
308,4,0.722871
308,5,0.064051
308,6,0.921360
308,7,0.020780
308,8,1.395315
308,9,1.208569
308,10,0.170826
308,11,0.518287
308,12,0.900339
308,14,0.906517
308,15,0.435036
308,16,0.238987
308,17,0.318475
308,18,0.179998
308,19,0.262666
308,20,2.166471
308,25,0.681259
308,28,0.145235
308,30,1.656560
308,31,0.104034
308,32,1.224064
308,33,0.578072
308,34,0.403451
308,36,1.397482
308,37,0.057457
308,38,1.411419
309,1,0.018980
309,2,0.118680
309,3,0.083587
309,4,0.048080
309,5,0.105106
309,6,0.079647
309,7,0.008357
309,8,0.009468
309,9,0.108169
309,10,0.088330
309,11,0.010927
309,12,0.046296
309,13,0.056778
309,14,0.079959
309,15,0.286785
309,16,0.073953
309,17,0.015943
309,18,0.042385
309,19,0.019090
309,20,0.130393
309,22,0.199326
309,27,0.042779
309,28,0.125478
309,30,0.165829
309,31,0.035340
309,32,0.673473
309,33,0.016849
309,34,0.029031
309,36,0.086201
309,37,0.415812
309,38,0.014207
311,12,0.024950
311,16,0.010570
311,27,0.049736
313,1,0.017384
313,2,0.110725
313,6,0.379827
313,7,0.056961
313,11,0.065895
313,12,0.086753
313,13,0.032154
313,14,0.168788
313,15,0.340010
313,16,0.372726
313,17,0.049626
313,19,0.107036
313,20,0.064962
313,22,0.013715
313,23,0.064430
313,24,0.339665
313,25,0.207833
313,28,0.012753
313,31,0.059841
313,33,0.118954
313,34,0.048172
313,35,0.109822
313,36,0.043144
313,38,0.162640
314,4,0.232489
314,7,0.185937
314,9,0.365246
314,10,0.052487
314,14,0.014389
314,15,0.076818
314,16,0.539044
314,18,0.548806
314,19,0.050644
314,20,1.246008
314,22,1.420884
314,23,0.512561
314,24,0.256735
314,36,0.229306
314,37,0.069481
314,38,0.295153
315,4,0.574265
315,7,0.063701
316,5,0.452080
316,13,0.007021
317,24,0.109456
317,29,0.426646
317,30,0.040691
317,31,0.036845
317,34,0.271634
317,35,0.034293
317,36,0.122444
318,4,0.448399
318,6,0.095633
318,7,0.032820
318,22,0.018237
318,24,0.074502
318,27,1.241270
318,28,0.050888
318,36,0.028177
320,21,0.117977
320,22,0.159740
320,28,0.049381
320,29,0.182167
320,30,0.021664
320,31,0.029761
320,32,0.142681
320,34,0.010647
320,35,0.024748
320,38,0.112825
321,4,0.019117
321,6,0.116071
321,7,0.022108
321,8,0.293127
321,9,0.009357
321,19,0.129404
321,20,0.101155
321,23,0.044717
321,24,0.127310
321,25,0.238621
321,27,0.075299
321,30,0.056329
321,32,0.059357
321,33,0.271254
321,34,0.031202
321,36,0.034265
321,38,0.055348
326,1,0.832372
326,3,0.087468
326,4,0.113192
326,5,0.060011
326,6,1.244032
326,7,0.442597
326,8,0.166098
326,9,0.105194
326,11,0.549168
326,12,0.143753
326,13,0.037226
326,20,0.562917
326,21,0.346256
326,22,0.664995
326,23,0.715186
326,24,0.720640
326,25,0.712096
326,27,0.413912
326,28,0.588779
326,30,0.110563
326,32,0.742002
326,34,0.045151
326,35,0.674175
326,36,0.090023
326,38,1.146357
328,4,0.040379
328,6,0.040384
328,7,0.275801
328,8,0.109354
328,9,0.469747
328,11,0.019378
328,12,0.019858
328,13,0.048391
328,20,0.106056
328,21,0.179930
328,22,0.998229
328,23,0.089199
328,24,0.030888
328,25,0.624214
328,28,1.211389
328,29,0.027455
328,38,0.128196
329,32,0.090650
329,37,0.078610
330,15,0.293149
330,23,0.432392
330,24,0.140854
330,25,0.210180
330,28,0.029927
330,36,0.026534
330,38,0.012100
340,5,0.043469
340,6,0.126473
340,8,0.078091
340,9,0.049322
340,22,0.038570
340,25,0.197391
340,28,0.062078
340,33,0.094793
340,35,0.062689
340,36,0.027322
340,38,0.118316
341,2,0.017541
341,7,0.079043
341,11,0.110393
341,12,0.339593
341,14,0.124007
341,24,0.095767
341,25,0.033724
341,33,0.039945
341,36,0.580579
341,37,0.480400
341,38,0.121926
342,1,0.100531
342,3,0.095941
342,4,0.016426
342,7,0.131117
342,8,0.414898
342,11,0.132919
342,17,0.071744
342,19,0.103202
342,20,0.147219
342,24,0.078156
342,26,0.010885
342,30,0.622209
342,34,0.079026
343,1,0.266635
343,2,0.280839
343,3,0.929162
343,4,0.635264
343,5,0.063462
343,6,0.310603
343,7,0.101524
343,8,0.091941
343,9,0.406738
343,10,0.143602
343,11,0.049363
343,12,0.126689
343,13,0.185972
343,14,0.069043
343,16,0.538030
343,17,0.206162
343,19,1.022592
343,20,1.063639
343,21,0.388521
343,22,0.992164
343,23,0.188203
343,24,0.076784
343,25,0.372073
343,28,0.091138
343,31,1.383191
343,32,0.537512
343,33,0.796074
343,34,0.710125
343,35,0.141544
343,36,0.345934
343,37,0.699778
344,5,0.424867
344,10,0.042963
344,11,0.547059
344,13,0.043444
344,14,0.045359
344,16,0.141458
344,17,0.064998
344,19,0.265485
344,20,0.303888
344,21,0.315551
344,23,0.084043
344,25,0.469561
344,26,0.173010
344,27,0.081283
344,31,0.378281
344,36,0.076339
344,37,0.228821
344,38,0.079984
345,20,0.162262
345,21,0.837764
345,25,0.266765
345,31,0.106918
349,1,0.017371
349,21,0.128471
349,22,0.104685
349,23,0.138969
349,24,0.264000
349,25,0.068493
349,27,0.260505
349,28,0.059390
349,32,0.121026
349,33,0.291168
349,34,0.163777
349,35,0.201780
349,36,0.060247
349,37,0.194506
349,38,0.296365
350,3,0.020275
350,5,0.344732
350,7,0.133981
350,13,0.110611
350,16,0.414801
350,17,0.122969
350,24,0.129032
350,25,0.230556
350,33,0.095437
350,38,0.078285
351,11,0.064979
351,18,0.029294
351,22,0.078363
351,24,0.020064
351,28,0.019679
351,30,0.014773
351,32,0.109588
351,33,0.030719
351,34,0.012822
353,1,0.244556
353,2,0.250617
353,3,0.033570
353,5,0.144153
353,6,0.063558
353,7,0.060363
353,9,0.073628
353,10,1.567293
353,11,0.193869
353,12,0.162878
353,13,0.164596
353,14,0.581334
353,16,0.246083
353,17,0.013218
353,19,0.341482
353,20,0.196940
353,21,0.263396
353,22,0.088705
353,23,0.855613
353,24,0.185094
353,25,0.679825
353,26,0.733201
353,27,0.784090
353,28,0.342761
353,30,0.020762
353,31,0.517612
353,34,0.491877
353,36,0.301282
353,37,0.517893
353,38,0.275710
354,2,0.160026
354,3,0.184080
354,10,0.241463
354,14,0.398134
354,16,0.505395
354,17,0.329128
354,19,0.067353
354,31,0.174470
354,32,0.131221
355,1,0.810921
355,2,0.375077
355,3,1.929677
355,4,1.224211
355,5,2.689753
355,6,0.857621
355,7,0.074854
355,9,0.185607
355,10,2.055694
355,11,0.364777
355,12,2.078292
355,13,1.034129
355,14,0.776595
355,15,0.921171
355,22,0.162838
355,23,0.464000
355,24,0.563436
355,25,2.137757
355,26,0.754838
355,27,1.011150
355,28,0.106188
355,30,0.214173
355,32,0.865133
355,33,1.587585
355,35,0.453485
355,36,2.507469
355,37,2.023239
355,38,0.871338
356,2,0.042355
356,3,0.072517
356,7,0.031379
356,10,0.039499
356,11,0.544349
356,12,0.043735
356,16,0.028454
356,21,0.044705
356,26,0.059954
356,30,0.027919
356,33,0.244643
356,36,0.051862
356,37,0.082741
357,1,0.103227
358,17,0.500109
358,31,0.111034
358,32,0.176083
360,5,0.178017
360,7,0.035961
360,10,0.012327
360,11,0.129814
360,12,0.052292
360,13,0.038357
360,15,0.548928
360,16,0.025842
360,19,0.042151
360,21,0.122263
360,22,0.104844
360,24,0.751865
360,26,0.220807
360,27,0.026221
360,31,0.527113
360,34,0.127269
362,5,0.130717
362,6,0.107681
362,7,0.036413
362,8,0.762705
362,9,1.191726
362,10,0.168053
362,11,0.760063
362,12,1.171062
362,14,0.010391
362,15,0.071649
362,16,0.213072
362,17,0.715300
362,18,0.065603
362,20,0.949550
362,21,0.753905
362,23,0.457793
362,24,0.092936
362,27,0.263514
362,28,0.086292
362,30,1.461992
362,31,1.656631
362,32,0.091618
362,33,2.246784
362,35,1.635548
362,36,0.223120
362,37,0.826046
362,38,0.243856
364,7,0.082583
364,22,0.013028
364,23,0.008482
364,25,0.074451
365,1,0.730156
365,3,0.242098
365,5,0.162411
365,10,0.088788
365,11,0.040007
365,12,0.019456
365,13,0.025762
365,14,0.396427
365,16,0.117133
365,17,0.491810
365,19,0.193311
365,20,0.159093
365,21,0.060417
365,22,0.090188
365,23,0.091331
365,24,0.018392
365,25,0.351345
365,26,0.057004
365,27,0.083594
365,30,0.077597
365,31,0.235189
365,32,0.025031
365,36,0.018109
365,37,0.026690
365,38,0.146584
366,31,0.496641
366,33,0.072965
368,25,0.089385
368,27,0.017978
368,28,0.581193
369,3,0.030362
369,7,0.013867
369,11,0.023770
369,12,0.057229
369,16,0.016546
369,17,0.018787
369,19,0.022094
369,20,0.028401
369,21,0.016465
369,23,0.011865
369,25,0.050457
369,27,0.045740
371,20,0.047915
371,33,0.045114
371,35,0.247511
371,37,0.152918
371,38,0.020891
372,1,0.374216
372,2,0.143891
372,3,0.141349
372,4,0.015069
372,8,0.106005
372,9,0.061446
372,14,0.067686
372,15,0.252867
372,16,0.047993
372,17,0.037880
372,18,0.025064
372,22,0.161692
372,30,0.021730
372,31,0.117442
372,32,0.090513
372,34,0.100966
372,35,1.392479
372,36,0.010721
372,37,0.042384
373,1,0.015213
373,2,0.712203
373,3,1.307992
373,5,0.039731
373,6,0.302637
373,7,0.048610
373,8,0.145944
373,9,0.073743
373,10,0.133029
373,11,0.156447
373,12,0.460904
373,15,0.828688
373,16,0.038714
373,18,0.056987
373,19,0.117091
373,20,0.010839
373,21,0.079846
373,22,0.367631
373,23,0.106994
373,25,0.755191
373,26,0.100643
373,28,1.011634
373,30,0.049557
373,31,0.473863
373,32,0.277471
373,33,1.196782
373,34,0.773360
373,35,0.176984
373,37,0.048769
373,38,0.012054
376,2,0.451313
376,3,1.026214
376,6,0.023209
376,7,0.202197
376,8,0.046021
376,22,0.308430
376,24,0.027297
376,25,0.014828
376,26,0.035707
376,28,0.062548
376,31,0.042735
376,32,0.111071
376,34,0.134961
376,35,0.182132
376,36,0.048597
376,37,0.154689
377,4,0.036074
377,7,0.046708
377,8,0.091303
377,9,0.017575
377,11,0.078074
377,12,0.010511
377,16,0.113729
377,19,0.047610
377,20,0.039261
377,21,0.021230
377,22,0.020724
377,23,0.066903
377,25,0.071033
377,26,0.021903
377,28,0.025021
377,30,0.048853
377,31,0.015240
377,34,0.056358
377,35,0.025361
377,37,0.035623
377,38,0.332435
378,2,0.047208
378,3,0.033924
378,4,0.451707
378,5,0.024403
378,6,0.063875
378,7,0.076328
378,8,0.019712
378,9,0.064409
378,10,0.336217
378,12,0.125236
378,13,0.226578
378,14,0.230371
378,15,0.051898
378,16,0.054858
378,17,0.116664
378,18,0.370518
378,19,0.568944
378,22,0.065443
378,24,0.485178
378,25,0.979430
378,26,0.247349
378,27,0.567939
378,29,0.346799
378,31,0.506113
378,32,0.052133
378,38,0.113616
379,3,0.147853
379,4,0.042986
379,8,0.013683
379,10,0.043591
379,11,0.019461
379,19,0.043097
379,20,0.148044
379,34,0.037018
379,35,0.062020
379,36,0.075342
382,1,0.166262
382,2,0.231490
382,7,0.116522
382,8,0.046791
382,9,0.139325
382,11,0.055599
382,12,0.050984
382,13,0.399967
382,14,0.104036
382,15,0.655339
382,16,0.154136
382,17,0.124144
382,18,0.413099
382,19,0.590967
382,20,0.118015
382,22,0.031353
382,23,0.352110
382,24,0.333935
382,25,0.961374
