element,GW,starts,understat_matches
254,6,1,1
254,8,1,1
254,9,1,1
254,10,1,1
254,11,1,1
254,12,1,1
254,13,1,1
254,14,1,1
254,15,1,1
255,1,1,1
255,2,1,1
255,3,1,1
255,4,1,1
255,5,1,1
255,6,0,1
255,8,0,1
255,9,1,1
255,10,0,1
255,11,0,1
255,12,1,1
255,13,0,1
255,14,1,1
255,15,0,1
257,1,1,1
257,2,1,1
257,3,1,1
257,4,1,1
257,6,0,1
257,10,0,1
257,11,1,1
257,12,1,1
257,13,1,1
257,14,1,1
257,15,1,1
258,1,1,1
258,2,1,1
258,3,1,1
258,4,1,1
258,6,0,1
258,8,1,1
258,9,1,1
258,10,1,1
258,11,1,1
258,12,1,1
258,13,1,1
258,14,1,1
258,15,1,1
259,1,1,1
259,2,1,1
259,3,0,1
259,4,1,1
259,5,1,1
259,6,1,1
259,8,1,1
259,9,1,1
259,10,1,1
259,11,1,1
259,12,1,1
259,13,1,1
259,14,1,1
259,15,1,1
260,3,1,1
260,4,0,1
260,10,0,1
260,12,0,1
261,1,1,1
261,2,1,1
261,3,1,1
261,5,1,1
261,6,1,1
261,8,1,1
261,9,1,1
261,10,1,1
261,11,1,1
261,13,1,1
261,14,1,1
261,15,1,1
262,2,0,1
262,3,0,1
262,4,0,1
262,5,0,1
262,6,1,1
262,8,0,1
262,10,0,1
262,11,0,1
262,12,0,1
262,14,0,1
264,3,1,1
264,4,1,1
264,5,1,1
264,6,1,1
264,8,1,1
264,9,1,1
264,10,1,1
264,11,1,1
264,12,1,1
264,13,1,1
264,14,1,1
264,15,1,1
265,1,1,1
265,2,1,1
265,3,1,1
265,4,0,1
265,5,1,1
265,6,1,1
265,8,1,1
265,9,1,1
265,15,0,1
266,1,1,1
266,2,1,1
266,3,1,1
266,4,1,1
266,5,1,1
266,6,0,1
266,8,1,1
266,9,1,1
266,10,1,1
266,11,1,1
266,12,1,1
266,13,1,1
266,14,1,1
266,15,1,1
267,14,1,1
268,1,1,1
268,2,1,1
268,3,1,1
268,4,1,1
268,5,1,1
268,6,1,1
268,8,1,1
268,9,1,1
268,10,1,1
268,11,1,1
268,12,1,1
268,13,1,1
268,14,1,1
268,15,1,1
269,4,1,1
269,5,1,1
269,6,1,1
269,8,0,1
269,9,0,1
269,10,1,1
269,11,1,1
269,12,1,1
269,13,1,1
269,15,1,1
270,5,1,1
270,6,1,1
270,13,0,1
271,1,0,1
271,2,0,1
271,3,0,1
271,5,0,1
271,6,1,1
271,8,1,1
271,9,0,1
271,10,1,1
271,11,1,1
271,12,0,1
271,13,1,1
271,14,0,1
271,15,1,1
272,1,1,1
272,2,1,1
272,6,1,1
272,9,1,1
274,1,0,1
274,2,1,1
274,3,1,1
274,4,0,1
274,5,0,1
274,6,0,1
274,9,0,1
274,11,1,1
274,12,0,1
274,13,1,1
274,14,0,1
275,1,1,1
275,2,0,1
275,3,1,1
275,4,1,1
275,5,1,1
275,9,1,1
275,10,1,1
275,11,0,1
275,12,1,1
275,13,0,1
275,14,0,1
275,15,0,1
276,1,1,1
276,6,0,1
276,9,1,1
276,10,1,1
277,1,1,1
277,9,1,1
277,10,1,1
277,11,1,1
277,12,1,1
277,14,1,1
277,15,1,1
278,13,0,1
278,15,0,1
279,1,1,1
279,3,1,1
279,4,1,1
279,5,1,1
279,6,0,1
279,9,1,1
279,10,0,1
279,11,1,1
279,12,1,1
279,13,1,1
279,14,1,1
279,15,1,1
280,1,1,1
280,2,1,1
280,3,1,1
280,4,1,1
280,5,1,1
280,6,1,1
280,9,1,1
280,10,1,1
280,11,1,1
280,12,1,1
280,13,1,1
280,14,1,1
280,15,1,1
281,1,1,1
281,2,1,1
281,3,1,1
281,4,1,1
281,5,1,1
281,6,1,1
281,9,1,1
281,10,1,1
281,11,1,1
281,12,1,1
281,13,1,1
281,14,1,1
281,15,1,1
282,1,1,1
282,2,1,1
282,3,0,1
282,4,1,1
282,5,1,1
282,6,1,1
282,9,1,1
282,10,0,1
282,11,1,1
282,12,0,1
282,13,1,1
282,14,1,1
282,15,1,1
283,1,1,1
283,2,1,1
283,3,1,1
283,4,1,1
283,5,1,1
283,6,1,1
283,9,1,1
283,10,1,1
283,11,1,1
283,12,1,1
283,13,1,1
283,14,1,1
283,15,1,1
284,1,1,1
284,2,1,1
284,3,1,1
284,4,1,1
284,5,1,1
284,6,0,1
284,11,1,1
284,12,0,1
284,13,1,1
284,14,1,1
284,15,1,1
285,1,1,1
285,2,1,1
285,3,1,1
285,4,1,1
285,5,1,1
285,6,1,1
285,9,1,1
285,10,1,1
285,11,0,1
285,12,1,1
285,13,0,1
285,14,1,1
285,15,1,1
286,2,0,1
286,3,1,1
286,4,1,1
286,5,1,1
286,6,1,1
286,10,0,1
286,11,1,1
286,12,1,1
286,13,1,1
286,14,1,1
286,15,0,1
288,6,0,1
288,9,0,1
288,10,1,1
288,11,1,1
290,10,0,1
290,15,1,1
291,12,0,1
291,13,1,1
291,14,0,1
291,15,0,1
292,2,0,1
292,3,0,1
292,4,0,1
292,5,0,1
292,6,1,1
292,9,1,1
292,10,1,1
292,11,0,1
292,12,1,1
293,1,1,1
293,2,1,1
293,3,1,1
293,4,1,1
293,5,1,1
293,6,1,1
293,9,0,1
293,10,1,1
294,1,0,1
294,2,1,1
294,3,1,1
294,4,1,1
294,5,1,1
294,6,1,1
294,9,0,1
294,10,0,1
294,11,1,1
294,12,0,1
294,13,1,1
294,14,1,1
294,15,1,1
295,1,1,1
295,2,1,1
295,3,1,1
295,4,1,1
295,5,1,1
295,6,1,1
295,8,1,1
295,9,1,1
295,10,0,1
295,11,1,1
295,12,1,1
295,13,1,1
295,14,0,1
295,15,1,1
296,1,0,1
296,2,0,1
296,3,0,1
296,4,0,1
296,5,0,1
296,6,1,1
296,9,1,1
296,11,0,1
296,12,1,1
296,13,1,1
297,1,0,1
297,2,1,1
297,6,1,1
297,9,0,1
297,10,1,1
297,11,0,1
297,12,1,1
297,14,1,1
297,15,1,1
299,1,1,1
299,2,1,1
299,3,1,1
299,4,1,1
299,5,1,1
299,6,1,1
299,9,1,1
300,1,1,1
300,2,1,1
300,3,1,1
300,4,0,1
300,5,1,1
300,6,1,1
300,8,0,1
300,9,1,1
300,11,1,1
300,14,1,1
300,15,1,1
301,1,1,1
301,2,1,1
301,3,1,1
301,4,1,1
301,5,0,1
301,6,1,1
301,8,1,1
301,9,1,1
301,10,1,1
301,11,1,1
301,13,1,1
301,14,1,1
301,15,1,1
302,2,0,1
302,3,1,1
302,4,1,1
302,5,1,1
302,6,1,1
302,8,1,1
302,14,1,1
302,15,1,1
303,1,0,1
303,2,1,1
303,4,1,1
303,5,0,1
303,6,0,1
303,8,0,1
303,9,0,1
303,10,1,1
303,13,1,1
304,1,1,1
304,2,1,1
304,3,1,1
304,4,1,1
304,5,1,1
304,6,1,1
304,9,1,1
304,11,1,1
304,12,0,1
304,13,1,1
304,14,1,1
304,15,1,1
305,1,1,1
305,2,0,1
305,8,1,1
305,9,1,1
305,10,0,1
305,13,1,1
305,14,1,1
305,15,1,1
306,1,1,1
306,2,1,1
306,3,1,1
306,4,1,1
306,5,1,1
306,6,1,1
306,8,1,1
306,9,1,1
306,10,1,1
306,11,1,1
306,13,1,1
306,14,1,1
306,15,1,1
307,1,1,1
307,2,1,1
307,3,1,1
307,4,1,1
307,5,1,1
307,6,1,1
307,8,1,1
307,9,1,1
307,10,1,1
307,11,1,1
307,13,1,1
307,14,1,1
307,15,1,1
308,1,1,1
308,2,1,1
308,3,1,1
308,6,0,1
308,9,1,1
308,10,1,1
308,11,1,1
308,15,1,1
309,9,0,1
309,13,1,1
309,14,1,1
311,1,0,1
311,2,0,1
311,3,1,1
311,4,1,1
311,5,1,1
311,6,1,1
311,8,1,1
311,9,1,1
311,10,1,1
311,11,1,1
311,13,1,1
311,14,1,1
311,15,1,1
312,1,1,1
312,2,1,1
312,3,0,1
312,4,1,1
312,5,1,1
312,6,1,1
312,8,1,1
312,10,1,1
312,11,1,1
312,13,1,1
312,14,0,1
312,15,0,1
313,1,1,1
313,2,1,1
313,3,1,1
313,6,1,1
313,9,1,1
313,15,1,1
314,1,1,1
314,2,1,1
314,3,1,1
314,4,1,1
314,5,1,1
314,6,1,1
314,8,1,1
314,9,1,1
314,10,1,1
314,11,1,1
314,13,0,1
314,14,0,1
314,15,0,1
315,1,1,1
315,2,1,1
315,3,1,1
315,4,1,1
315,5,1,1
315,6,1,1
315,8,1,1
315,10,1,1
315,11,1,1
315,13,1,1
315,14,1,1
315,15,1,1
316,1,0,1
316,4,0,1
316,5,0,1
316,8,0,1
316,9,0,1
316,10,0,1
316,13,0,1
318,1,1,1
318,2,1,1
318,3,1,1
318,4,1,1
318,5,1,1
318,6,1,1
318,8,1,1
318,9,1,1
318,10,1,1
318,11,1,1
318,13,1,1
318,15,0,1
319,1,0,1
319,2,0,1
319,4,0,1
319,5,1,1
319,8,0,1
319,9,0,1
319,10,0,1
319,11,0,1
319,13,0,1
319,14,1,1
319,15,1,1
321,1,1,1
321,2,1,1
321,3,1,1
321,4,1,1
321,5,1,1
321,15,0,1
325,1,0,1
326,1,0,1
326,2,1,1
326,3,0,1
326,4,0,1
326,5,0,1
326,6,0,1
326,10,0,1
326,11,1,1
326,14,1,1
326,15,1,1
327,1,1,1
327,2,1,1
327,3,1,1
327,4,1,1
327,5,1,1
327,6,1,1
327,9,1,1
327,10,1,1
327,11,1,1
327,12,1,1
327,13,1,1
327,14,1,1
327,15,1,1
329,2,0,1
329,3,1,1
329,4,1,1
329,5,1,1
329,6,1,1
329,9,1,1
329,10,0,1
329,11,1,1
329,12,1,1
329,13,1,1
330,1,1,1
330,2,1,1
330,6,0,1
330,14,1,1
331,1,1,1
331,2,1,1
331,3,0,1
331,4,0,1
331,5,0,1
331,6,0,1
331,9,0,1
331,11,1,1
331,12,1,1
331,13,0,1
331,14,0,1
332,1,1,1
332,2,1,1
332,9,0,1
332,10,1,1
332,11,1,1
332,12,1,1
332,13,1,1
332,14,1,1
332,15,1,1
333,1,1,1
333,2,1,1
333,3,1,1
333,4,1,1
333,5,1,1
333,6,1,1
333,9,1,1
333,10,1,1
333,11,1,1
333,12,1,1
333,13,1,1
333,14,1,1
335,1,1,1
335,2,1,1
335,3,1,1
335,4,1,1
335,5,1,1
335,6,1,1
335,9,1,1
335,10,1,1
335,11,0,1
335,12,1,1
335,13,1,1
335,14,1,1
335,15,1,1
336,1,0,1
336,2,0,1
336,3,0,1
336,15,1,1
337,9,0,1
337,10,1,1
337,13,0,1
337,15,1,1
338,1,1,1
338,2,0,1
338,3,1,1
338,4,1,1
338,5,1,1
338,6,1,1
338,9,1,1
338,10,0,1
338,12,0,1
338,13,0,1
338,14,0,1
340,1,1,1
340,2,1,1
340,3,1,1
340,4,1,1
340,5,1,1
340,6,1,1
340,9,1,1
340,11,1,1
340,12,1,1
340,13,1,1
341,3,0,1
342,1,1,1
342,2,1,1
342,3,1,1
342,4,1,1
342,5,1,1
342,6,1,1
342,9,1,1
342,10,1,1
342,11,1,1
342,12,1,1
342,13,1,1
342,14,1,1
342,15,1,1
344,1,0,1
344,2,0,1
344,3,1,1
344,4,1,1
344,5,1,1
344,12,0,1
344,13,0,1
344,14,1,1
344,15,0,1
345,3,0,1
345,9,0,1
345,10,1,1
345,15,0,1
346,1,1,1
346,2,1,1
346,3,1,1
346,4,1,1
346,5,1,1
346,6,1,1
346,8,1,1
346,9,1,1
346,10,1,1
346,11,1,1
346,12,1,1
346,13,1,1
346,14,1,1
346,15,1,1
349,13,0,1
349,14,0,1
349,15,0,1
350,4,0,1
354,1,0,1
354,2,0,1
354,3,0,1
354,4,1,1
354,5,0,1
354,6,0,1
354,8,0,1
354,10,0,1
354,11,0,1
354,12,0,1
354,13,0,1
354,14,0,1
354,15,0,1
356,1,1,1
356,2,1,1
356,3,1,1
356,9,1,1
356,10,1,1
356,11,1,1
356,12,1,1
356,13,1,1
356,14,1,1
356,15,1,1
357,1,1,1
357,2,1,1
357,3,1,1
357,4,1,1
357,5,1,1
357,6,1,1
357,8,1,1
357,9,1,1
357,10,1,1
357,11,1,1
357,12,1,1
357,13,1,1
357,14,1,1
357,15,1,1
358,1,1,1
358,2,1,1
358,3,1,1
358,4,1,1
358,5,1,1
358,6,0,1
358,8,1,1
358,9,1,1
358,10,1,1
358,11,1,1
358,12,1,1
358,13,1,1
358,14,1,1
358,15,1,1
359,1,0,1
359,4,0,1
359,5,1,1
359,6,1,1
359,8,1,1
359,9,0,1
359,11,0,1
359,12,0,1
360,5,1,1
360,9,0,1
360,11,0,1
360,14,0,1
363,15,0,1
364,3,0,1
365,1,0,1
365,2,0,1
365,3,0,1
365,4,0,1
365,5,0,1
365,6,0,1
365,8,0,1
365,9,1,1
365,10,1,1
365,11,1,1
365,12,1,1
365,13,0,1
365,14,0,1
365,15,1,1
366,1,1,1
366,2,1,1
366,3,1,1
366,4,1,1
366,6,1,1
366,8,1,1
366,9,1,1
366,10,1,1
366,11,1,1
366,12,1,1
366,13,1,1
366,14,1,1
366,15,1,1
367,1,1,1
367,4,0,1
367,5,1,1
367,6,1,1
367,8,1,1
367,9,0,1
367,10,0,1
367,11,0,1
367,14,0,1
368,1,1,1
368,2,1,1
368,3,1,1
368,4,1,1
368,10,0,1
368,14,0,1
368,15,0,1
369,1,1,1
369,2,1,1
369,3,1,1
369,4,1,1
369,5,1,1
369,6,1,1
369,8,1,1
369,9,1,1
369,10,1,1
369,11,1,1
369,12,1,1
369,13,1,1
369,14,1,1
369,15,1,1
370,1,0,1
370,2,0,1
370,3,0,1
370,4,1,1
370,5,1,1
370,6,1,1
370,8,0,1
370,9,1,1
370,10,1,1
370,11,1,1
370,12,1,1
370,13,1,1
370,14,1,1
370,15,1,1
371,1,1,1
371,2,1,1
371,3,1,1
371,4,1,1
371,5,1,1
371,6,1,1
371,8,1,1
371,10,0,1
371,11,1,1
371,12,1,1
371,13,1,1
371,14,1,1
372,9,0,1
373,1,1,1
373,2,1,1
373,3,1,1
373,4,1,1
373,5,1,1
373,6,1,1
373,8,1,1
373,9,1,1
373,10,1,1
373,11,0,1
373,12,0,1
373,13,1,1
373,14,1,1
373,15,1,1
374,1,1,1
374,2,1,1
374,3,1,1
374,8,1,1
374,9,1,1
374,10,1,1
374,11,1,1
374,12,1,1
374,13,1,1
374,14,1,1
374,15,1,1
376,1,1,1
376,2,1,1
376,3,1,1
376,4,1,1
376,5,1,1
376,6,1,1
376,8,1,1
376,9,1,1
376,10,1,1
376,11,1,1
376,12,1,1
376,13,1,1
376,14,1,1
376,15,1,1
377,1,0,1
377,2,1,1
377,3,1,1
377,4,1,1
377,6,1,1
377,9,1,1
377,10,1,1
377,11,1,1
377,12,1,1
377,13,1,1
377,14,1,1
377,15,1,1
379,2,0,1
379,3,1,1
379,4,1,1
379,6,1,1
379,8,1,1
379,9,1,1
379,10,1,1
379,11,1,1
379,12,1,1
379,13,1,1
379,14,1,1
379,15,1,1
381,1,1,1
381,5,0,1
381,6,0,1
383,2,0,1
385,1,1,1
385,2,1,1
385,3,1,1
385,4,1,1
385,5,1,1
385,6,1,1
385,8,1,1
385,9,1,1
385,10,1,1
385,11,1,1
385,12,1,1
385,13,1,1
385,14,1,1
385,15,1,1
387,3,0,1
387,4,1,1
387,5,1,1
387,6,1,1
387,8,1,1
387,9,0,1
387,10,1,1
387,11,1,1
387,12,1,1
387,13,1,1
387,14,1,1
387,15,1,1
388,1,1,1
388,2,1,1
388,3,1,1
388,4,1,1
388,5,1,1
388,6,1,1
388,8,0,1
388,12,0,1
388,13,0,1
388,14,0,1
391,1,1,1
391,2,0,1
391,4,0,1
391,8,0,1
391,10,0,1
391,11,0,1
391,15,0,1
394,1,1,1
394,2,1,1
394,3,1,1
394,4,1,1
394,5,1,1
394,6,1,1
394,8,1,1
394,9,1,1
394,10,1,1
394,11,1,1
394,12,1,1
394,13,0,1
394,14,0,1
394,15,1,1
395,1,0,1
397,1,0,1
397,2,1,1
397,3,1,1
397,4,0,1
397,5,0,1
397,6,0,1
397,8,1,1
397,9,1,1
397,11,0,1
397,12,0,1
397,13,1,1
397,14,1,1
397,15,0,1
398,1,1,1
398,2,1,1
398,3,1,1
398,4,1,1
398,5,1,1
398,6,1,1
398,8,1,1
398,9,1,1
398,10,1,1
398,11,1,1
398,12,1,1
398,13,1,1
398,14,1,1
398,15,1,1
399,5,0,1
399,12,0,1
400,13,0,1
400,15,1,1
402,1,1,1
403,1,0,1
404,1,0,1
404,2,0,1
404,8,0,1
404,14,0,1
405,1,0,1
405,2,1,1
405,3,0,1
405,4,0,1
405,6,0,1
405,8,0,1
405,9,1,1
405,10,1,1
405,11,0,1
405,12,0,1
405,13,1,1
405,14,1,1
405,15,1,1
406,2,1,1
406,3,1,1
406,4,1,1
406,5,1,1
406,6,1,1
406,8,1,1
406,9,0,1
406,10,0,1
406,11,1,1
406,12,1,1
406,13,1,1
406,14,1,1
406,15,1,1
407,1,1,1
407,2,1,1
407,3,1,1
407,4,1,1
407,5,1,1
407,6,1,1
407,8,1,1
407,9,1,1
407,10,1,1
407,11,1,1
407,12,1,1
407,13,1,1
407,14,1,1
407,15,1,1
408,1,1,1
408,2,0,1
408,3,1,1
408,4,1,1
408,5,1,1
408,6,1,1
408,8,1,1
408,9,0,1
408,10,1,1
408,11,1,1
408,12,1,1
408,13,1,1
408,15,0,1
409,1,1,1
409,2,1,1
409,3,1,1
409,4,1,1
409,5,1,1
409,6,1,1
409,8,1,1
409,9,1,1
409,10,1,1
409,11,1,1
409,12,1,1
410,1,1,1
410,2,1,1
410,9,0,1
410,12,1,1
411,2,1,1
411,3,0,1
411,4,1,1
411,5,1,1
411,6,1,1
411,8,1,1
411,9,1,1
411,10,1,1
411,11,1,1
411,12,1,1
411,13,0,1
411,14,1,1
411,15,1,1
413,3,0,1
413,4,0,1
413,5,0,1
413,12,0,1
413,13,1,1
413,14,1,1
414,1,1,1
416,1,0,1
416,5,1,1
416,6,1,1
416,8,1,1
416,10,1,1
416,11,0,1
416,12,0,1
416,13,1,1
416,14,1,1
417,1,0,1
417,4,0,1
417,5,1,1
417,6,1,1
417,8,1,1
417,9,0,1
417,10,1,1
417,11,1,1
417,12,1,1
417,13,1,1
417,14,1,1
417,15,1,1
418,1,1,1
418,2,1,1
418,3,1,1
418,4,1,1
418,5,0,1
418,6,0,1
418,8,1,1
418,10,0,1
418,12,0,1
418,14,0,1
420,1,1,1
420,2,1,1
420,3,1,1
420,4,1,1
420,5,1,1
420,6,1,1
420,8,1,1
420,10,1,1
420,11,1,1
420,12,1,1
420,13,1,1
420,14,1,1
420,15,1,1
422,1,1,1
422,2,1,1
422,3,1,1
422,4,1,1
422,5,1,1
422,6,1,1
422,8,1,1
422,9,1,1
422,10,1,1
422,11,1,1
422,12,1,1
422,13,1,1
422,14,1,1
422,15,1,1
423,2,1,1
423,3,1,1
423,4,1,1
423,5,1,1
423,6,1,1
423,8,1,1
423,9,1,1
423,10,1,1
423,11,1,1
423,15,1,1
425,1,1,1
425,2,1,1
425,3,1,1
425,4,1,1
425,5,1,1
425,6,1,1
425,8,1,1
425,9,1,1
425,10,1,1
425,11,1,1
425,12,1,1
425,13,1,1
425,14,1,1
425,15,1,1
427,1,1,1
427,2,1,1
427,3,1,1
427,4,1,1
427,5,1,1
427,6,1,1
427,8,1,1
427,9,1,1
427,10,1,1
427,11,1,1
427,12,1,1
427,13,1,1
427,14,1,1
427,15,1,1
428,1,1,1
428,2,1,1
428,3,1,1
428,4,1,1
428,5,1,1
428,6,1,1
428,8,0,1
428,9,1,1
428,10,1,1
428,11,1,1
428,12,1,1
428,13,1,1
428,14,1,1
429,1,0,1
429,9,0,1
429,10,1,1
429,11,1,1
429,12,1,1
429,13,0,1
429,15,0,1
430,1,1,1
430,2,1,1
430,3,1,1
430,4,1,1
430,5,1,1
430,6,1,1
430,8,1,1
430,9,1,1
430,10,1,1
430,11,1,1
430,12,1,1
430,13,1,1
430,14,0,1
430,15,1,1
431,1,0,1
431,2,0,1
431,11,0,1
431,12,0,1
431,13,0,1
431,14,0,1
431,15,0,1
432,1,1,1
432,2,1,1
432,3,1,1
432,4,1,1
432,5,1,1
432,10,1,1
432,11,1,1
432,12,1,1
432,13,0,1
432,14,1,1
432,15,1,1
433,1,1,1
433,2,1,1
433,3,1,1
433,4,1,1
433,5,1,1
433,6,1,1
433,8,1,1
433,9,1,1
433,10,1,1
433,11,1,1
433,12,1,1
433,14,1,1
433,15,1,1
435,3,1,1
435,4,1,1
435,5,1,1
435,8,1,1
435,9,0,1
435,11,0,1
435,12,0,1
435,13,1,1
435,14,1,1
436,1,1,1
436,2,1,1
436,3,0,1
436,4,0,1
436,6,1,1
436,8,1,1
436,9,0,1
436,10,1,1
436,12,0,1
436,13,1,1
436,14,1,1
436,15,1,1
440,1,1,1
440,2,1,1
440,3,1,1
440,4,1,1
440,6,1,1
440,8,1,1
440,9,1,1
440,10,1,1
440,11,1,1
440,12,1,1
440,13,1,1
440,14,0,1
440,15,1,1
441,9,0,1
441,10,0,1
441,11,0,1
441,12,0,1
441,13,1,1
441,14,1,1
443,1,1,1
443,2,1,1
443,6,1,1
443,8,0,1
443,9,1,1
443,10,1,1
443,11,1,1
443,12,1,1
444,1,0,1
444,2,0,1
444,3,0,1
444,4,0,1
444,5,1,1
444,8,0,1
444,9,0,1
444,10,1,1
444,11,0,1
444,12,1,1
444,13,1,1
444,14,1,1
444,15,1,1
445,1,1,1
445,2,1,1
445,3,1,1
445,4,1,1
445,5,1,1
445,6,1,1
445,8,0,1
445,9,1,1
445,13,1,1
445,14,1,1
445,15,1,1
446,1,1,1
446,2,1,1
446,3,1,1
446,4,1,1
446,5,1,1
446,6,0,1
446,8,1,1
446,15,0,1
448,1,0,1
448,2,0,1
448,3,1,1
448,4,1,1
448,5,1,1
448,6,0,1
448,8,1,1
448,9,1,1
448,10,0,1
448,11,1,1
448,12,1,1
448,13,0,1
448,14,0,1
448,15,1,1
454,2,0,1
454,3,0,1
454,4,0,1
454,5,0,1
454,6,1,1
454,8,1,1
454,9,1,1
454,10,0,1
454,11,1,1
455,1,1,1
455,2,1,1
455,3,1,1
455,4,1,1
455,5,1,1
455,6,1,1
455,8,1,1
455,9,1,1
455,10,1,1
455,11,1,1
455,12,1,1
455,13,1,1
455,14,1,1
455,15,1,1
456,5,0,1
456,6,0,1
457,1,1,1
457,2,1,1
457,3,1,1
457,4,1,1
457,5,1,1
457,8,1,1
457,9,1,1
457,10,1,1
457,11,1,1
457,12,1,1
457,13,1,1
457,14,1,1
457,15,1,1
458,1,1,1
458,2,1,1
458,3,1,1
458,4,0,1
458,5,1,1
458,6,1,1
458,8,1,1
458,9,0,1
458,10,0,1
458,11,0,1
458,12,0,1
458,13,0,1
458,14,0,1
458,15,0,1
459,9,1,1
459,10,1,1
459,14,1,1
459,15,1,1
460,1,1,1
460,2,0,1
460,3,0,1
460,11,0,1
460,15,0,1
461,1,1,1
461,2,1,1
461,3,1,1
461,4,1,1
461,5,1,1
461,6,1,1
461,8,1,1
461,9,1,1
461,10,1,1
461,12,1,1
461,13,1,1
461,14,1,1
461,15,1,1
463,1,1,1
463,2,1,1
463,3,1,1
463,4,0,1
463,5,1,1
463,6,1,1
463,8,1,1
463,11,1,1
463,13,0,1
464,1,0,1
464,2,1,1
464,3,1,1
464,4,0,1
464,5,1,1
464,6,0,1
464,8,0,1
464,11,0,1
464,12,0,1
464,13,1,1
464,14,1,1
464,15,1,1
465,1,1,1
465,2,1,1
465,3,1,1
465,4,1,1
465,5,1,1
465,6,1,1
465,8,1,1
465,9,1,1
465,10,1,1
465,11,1,1
465,12,1,1
465,13,1,1
465,14,1,1
465,15,1,1
467,1,1,1
467,2,1,1
467,3,1,1
467,4,1,1
467,5,1,1
467,6,1,1
467,8,1,1
467,9,1,1
467,10,1,1
467,11,1,1
467,12,1,1
467,13,1,1
467,14,1,1
467,15,1,1
468,1,1,1
468,2,1,1
468,3,1,1
468,4,1,1
468,5,1,1
468,6,1,1
468,8,1,1
468,9,1,1
468,10,1,1
468,11,1,1
468,12,1,1
468,13,1,1
468,14,1,1
468,15,1,1
469,1,1,1
469,2,1,1
469,3,1,1
469,4,1,1
469,5,1,1
469,6,1,1
469,8,1,1
469,9,0,1
469,10,1,1
469,12,1,1
469,13,0,1
469,14,0,1
469,15,0,1
470,4,0,1
470,8,1,1
470,9,0,1
470,11,1,1
470,12,1,1
470,14,1,1
470,15,1,1
471,1,1,1
471,2,1,1
471,3,0,1
471,4,1,1
471,11,1,1
471,12,1,1
471,13,1,1
473,1,0,1
473,14,0,1
474,8,1,1
475,2,1,1
475,3,1,1
475,4,1,1
475,5,1,1
475,6,1,1
475,8,1,1
475,9,1,1
475,10,1,1
475,11,1,1
475,12,1,1
475,13,1,1
475,14,1,1
475,15,1,1
476,3,0,1
476,4,1,1
476,5,1,1
477,1,1,1
477,2,1,1
477,3,1,1
477,4,1,1
477,5,1,1
477,6,1,1
477,8,1,1
477,9,1,1
477,10,1,1
477,11,1,1
477,13,1,1
477,15,0,1
478,1,1,1
478,2,1,1
478,3,1,1
478,4,1,1
478,5,1,1
478,6,1,1
478,8,1,1
478,9,1,1
478,10,1,1
478,11,1,1
478,12,1,1
478,13,1,1
478,14,1,1
478,15,1,1
479,1,1,1
479,2,1,1
479,3,0,1
479,4,0,1
479,8,0,1
479,10,0,1
479,11,0,1
479,12,0,1
479,13,1,1
479,14,1,1
479,15,1,1
480,1,1,1
480,2,1,1
480,3,1,1
480,4,1,1
480,5,1,1
480,6,1,1
480,8,1,1
480,9,1,1
480,11,1,1
480,12,1,1
480,13,1,1
480,14,1,1
480,15,1,1
481,1,1,1
481,2,1,1
481,3,0,1
481,4,0,1
481,6,0,1
481,8,0,1
481,10,0,1
481,11,0,1
481,12,0,1
481,13,0,1
481,15,1,1
482,2,0,1
482,3,0,1
482,4,1,1
482,5,1,1
482,8,0,1
482,9,1,1
482,10,1,1
482,11,0,1
482,12,1,1
482,13,0,1
482,14,1,1
482,15,1,1
483,1,1,1
483,2,1,1
483,3,1,1
483,4,0,1
483,5,0,1
483,6,1,1
483,8,1,1
483,9,1,1
483,10,1,1
483,11,1,1
483,12,1,1
483,13,1,1
483,14,1,1
483,15,1,1
484,1,1,1
484,2,1,1
484,3,1,1
484,4,1,1
484,5,1,1
484,6,1,1
484,8,1,1
484,9,1,1
484,10,1,1
484,11,1,1
484,12,1,1
484,13,1,1
484,14,1,1
484,15,1,1
486,1,1,1
486,2,1,1
486,3,1,1
486,4,1,1
486,5,1,1
486,6,1,1
486,8,1,1
486,9,1,1
487,1,1,1
487,2,1,1
487,3,1,1
487,5,0,1
487,6,1,1
487,8,1,1
487,9,1,1
487,10,0,1
487,11,1,1
487,15,0,1
489,10,1,1
489,11,1,1
491,2,0,1
491,3,0,1
491,5,0,1
491,6,0,1
491,9,0,1
491,10,1,1
491,11,1,1
491,12,1,1
491,13,1,1
491,14,1,1
491,15,0,1
493,1,1,1
493,2,1,1
493,3,0,1
493,4,1,1
493,5,1,1
493,6,1,1
493,8,1,1
493,9,1,1
493,10,1,1
493,11,1,1
493,12,1,1
493,13,1,1
493,14,1,1
493,15,1,1
501,2,1,1
503,3,1,1
503,4,1,1
503,5,1,1
503,6,1,1
503,8,1,1
503,9,1,1
503,10,1,1
503,11,1,1
503,12,0,1
503,13,1,1
503,14,0,1
503,15,1,1
504,1,0,1
504,2,0,1
504,3,1,1
504,4,1,1
504,5,1,1
504,6,1,1
504,9,1,1
504,15,0,1
505,12,0,1
505,15,0,1
506,1,1,1
506,2,1,1
506,3,1,1
506,4,1,1
506,5,1,1
506,6,1,1
506,9,1,1
506,10,1,1
506,11,1,1
506,12,1,1
506,14,1,1
506,15,1,1
507,1,1,1
